Date;Open;High;Low;Last Close;Chg.%;
"06/16/2009";"936.10";"948.00";"929.40";"932.30";"-0.83%";
"06/17/2009";"932.90";"933.00";"921.60";"922.20";"-1.08%";
"06/18/2009";"921.60";"925.50";"912.30";"922.20";"0.00%";
"06/19/2009";"925.70";"932.50";"922.90";"931.90";"+1.05%";
"06/22/2009";"924.70";"925.20";"898.90";"898.90";"-3.54%";
"06/23/2009";"883.40";"895.70";"879.10";"885.90";"-1.45%";
"06/24/2009";"891.30";"905.40";"883.30";"904.70";"+2.12%";
"06/25/2009";"907.30";"911.00";"890.60";"893.00";"-1.29%";
"06/26/2009";"910.40";"912.20";"894.40";"894.80";"+0.20%";
"06/29/2009";"897.70";"898.50";"889.50";"891.90";"-0.32%";
"06/30/2009";"906.20";"908.00";"898.10";"898.20";"+0.71%";
"07/01/2009";"905.70";"905.70";"895.90";"899.00";"+0.09%";
"07/02/2009";"899.90";"900.20";"883.70";"886.50";"-1.39%";
"07/03/2009";"885.90";"886.00";"871.80";"875.90";"-1.20%";
"07/07/2009";"869.00";"881.90";"867.40";"880.70";"+0.55%";
"07/08/2009";"875.40";"889.40";"872.80";"882.40";"+0.19%";
"07/09/2009";"885.00";"899.60";"884.70";"890.50";"+0.92%";
"07/10/2009";"893.00";"896.40";"882.60";"888.70";"-0.20%";
"07/13/2009";"884.80";"907.70";"879.10";"907.70";"+2.14%";
"07/14/2009";"907.70";"931.40";"907.70";"931.40";"+2.61%";
"07/15/2009";"936.00";"949.70";"933.90";"949.70";"+1.96%";
"07/16/2009";"950.00";"952.50";"944.30";"948.40";"-0.14%";
"07/17/2009";"953.50";"958.60";"944.20";"944.20";"-0.44%";
"07/20/2009";"952.80";"966.00";"952.80";"962.60";"+1.95%";
"07/21/2009";"955.20";"969.60";"948.90";"968.80";"+0.64%";
"07/22/2009";"965.80";"969.70";"953.30";"955.00";"-1.42%";
"07/23/2009";"956.80";"959.10";"949.90";"957.20";"+0.23%";
"07/24/2009";"960.10";"981.60";"958.40";"980.40";"+2.42%";
"07/27/2009";"983.50";"993.70";"983.50";"993.00";"+1.29%";
"07/28/2009";"996.30";"1004.50";"982.60";"986.60";"-0.64%";
"07/29/2009";"975.60";"997.20";"973.50";"994.30";"+0.78%";
"07/30/2009";"1002.60";"1030.20";"1002.50";"1030.20";"+3.61%";
"07/31/2009";"1033.00";"1065.80";"1033.00";"1065.80";"+3.46%";
"08/03/2009";"1059.50";"1093.50";"1059.50";"1093.30";"+2.58%";
"08/04/2009";"1089.00";"1095.30";"1078.60";"1092.20";"-0.10%";
"08/05/2009";"1095.60";"1122.40";"1095.60";"1120.50";"+2.59%";
"08/06/2009";"1129.30";"1148.20";"1129.30";"1144.00";"+2.10%";
"08/07/2009";"1140.60";"1145.00";"1118.50";"1141.40";"-0.23%";
"08/10/2009";"1144.30";"1152.90";"1133.10";"1152.90";"+1.01%";
"08/11/2009";"1144.10";"1155.80";"1113.60";"1113.60";"-3.41%";
"08/12/2009";"1111.70";"1118.70";"1094.20";"1114.90";"+0.12%";
"08/13/2009";"1139.70";"1167.90";"1136.60";"1166.90";"+4.66%";
"08/14/2009";"1170.80";"1190.40";"1167.60";"1171.40";"+0.39%";
"08/17/2009";"1146.80";"1151.70";"1128.70";"1128.70";"-3.65%";
"08/18/2009";"1135.50";"1148.00";"1135.50";"1141.30";"+1.12%";
"08/19/2009";"1131.90";"1132.80";"1114.30";"1123.60";"-1.55%";
"08/20/2009";"1138.20";"1141.10";"1129.80";"1136.90";"+1.18%";
"08/21/2009";"1134.40";"1140.20";"1129.60";"1139.40";"+0.22%";
"08/24/2009";"1163.60";"1195.70";"1163.60";"1195.70";"+4.94%";
"08/25/2009";"1182.40";"1194.80";"1172.50";"1194.80";"-0.08%";
"08/26/2009";"1186.20";"1188.70";"1165.70";"1167.70";"-2.27%";
"08/27/2009";"1175.40";"1179.30";"1158.70";"1158.70";"-0.77%";
"08/28/2009";"1178.90";"1184.80";"1132.70";"1132.70";"-2.24%";
"08/31/2009";"1169.20";"1169.20";"1158.40";"1162.20";"+2.60%";
"09/01/2009";"1166.80";"1180.00";"1161.40";"1167.30";"+0.44%";
"09/02/2009";"1148.20";"1149.50";"1120.10";"1120.10";"-4.04%";
"09/03/2009";"1132.00";"1140.50";"1127.10";"1133.50";"+1.20%";
"09/04/2009";"1142.00";"1151.60";"1142.00";"1148.10";"+1.29%";
"09/07/2009";"1146.20";"1157.30";"1140.40";"1156.00";"+0.69%";
"09/08/2009";"1162.00";"1166.00";"1153.60";"1158.60";"+0.22%";
"09/09/2009";"1156.40";"1156.40";"1145.70";"1152.90";"-0.49%";
"09/10/2009";"1160.10";"1166.70";"1147.20";"1147.50";"-0.47%";
"09/11/2009";"1150.10";"1155.60";"1141.40";"1141.40";"-0.53%";
"09/14/2009";"1134.20";"1134.20";"1122.60";"1133.60";"-0.68%";
"09/15/2009";"1137.50";"1142.90";"1130.80";"1133.50";"-0.01%";
"09/16/2009";"1143.60";"1154.80";"1141.90";"1154.80";"+1.88%";
"09/17/2009";"1158.90";"1166.80";"1158.30";"1164.40";"+0.83%";
"09/18/2009";"1162.70";"1165.80";"1153.80";"1155.60";"-0.76%";
"09/21/2009";"1155.10";"1159.40";"1139.90";"1139.90";"-1.36%";
"09/22/2009";"1145.90";"1163.00";"1145.90";"1163.00";"+2.03%";
"09/23/2009";"1161.70";"1170.00";"1158.50";"1166.40";"+0.29%";
"09/24/2009";"1156.00";"1159.50";"1148.50";"1159.40";"-0.60%";
"09/25/2009";"1149.20";"1155.20";"1142.40";"1142.40";"-1.47%";
"09/29/2009";"1160.00";"1163.70";"1145.10";"1145.10";"+0.24%";
"09/30/2009";"1151.00";"1171.10";"1151.00";"1157.10";"+1.05%";
"10/01/2009";"1158.10";"1173.70";"1152.90";"1152.90";"-0.36%";
"10/02/2009";"1143.70";"1143.70";"1109.00";"1115.90";"-3.21%";
"10/05/2009";"1119.80";"1125.40";"1113.20";"1123.60";"+0.69%";
"10/06/2009";"1135.20";"1144.20";"1126.90";"1144.20";"+1.83%";
"10/07/2009";"1147.80";"1152.00";"1133.10";"1134.20";"-0.87%";
"10/08/2009";"1140.00";"1150.40";"1135.20";"1142.90";"+0.77%";
"10/09/2009";"1143.20";"1154.00";"1140.70";"1147.50";"+0.40%";
"10/12/2009";"1154.20";"1183.60";"1154.20";"1183.60";"+3.15%";
"10/13/2009";"1174.90";"1174.90";"1160.60";"1163.30";"-1.72%";
"10/14/2009";"1172.90";"1185.70";"1171.70";"1176.60";"+1.14%";
"10/15/2009";"1174.30";"1181.40";"1154.60";"1162.20";"-1.22%";
"10/16/2009";"1168.50";"1171.10";"1149.70";"1156.10";"-0.52%";
"10/19/2009";"1163.30";"1169.90";"1149.50";"1152.00";"-0.35%";
"10/20/2009";"1155.90";"1169.10";"1147.70";"1169.10";"+1.48%";
"10/21/2009";"1169.80";"1172.40";"1163.40";"1163.40";"-0.49%";
"10/22/2009";"1161.20";"1163.20";"1148.90";"1151.20";"-1.05%";
"10/23/2009";"1159.90";"1175.20";"1159.50";"1175.20";"+2.08%";
"10/26/2009";"1164.60";"1177.70";"1164.20";"1169.00";"-0.53%";
"10/27/2009";"1153.40";"1154.10";"1145.20";"1152.30";"-1.43%";
"10/29/2009";"1100.60";"1136.10";"1090.90";"1129.60";"-1.97%";
"10/30/2009";"1147.60";"1156.20";"1135.10";"1141.40";"+1.04%";
"11/02/2009";"1127.10";"1132.40";"1121.00";"1130.40";"-0.96%";
"11/03/2009";"1129.90";"1130.20";"1111.80";"1112.00";"-1.63%";
"11/04/2009";"1121.90";"1129.20";"1118.70";"1129.20";"+1.55%";
"11/05/2009";"1123.80";"1148.60";"1120.10";"1148.60";"+1.72%";
"11/06/2009";"1148.00";"1148.30";"1126.40";"1135.10";"-1.18%";
"11/09/2009";"1142.40";"1158.80";"1142.40";"1158.00";"+2.02%";
"11/10/2009";"1162.80";"1162.80";"1148.50";"1156.90";"-0.09%";
"11/11/2009";"1158.30";"1162.60";"1155.40";"1157.60";"+0.06%";
"11/12/2009";"1158.40";"1168.80";"1158.20";"1168.80";"+0.97%";
"11/13/2009";"1165.40";"1168.70";"1151.30";"1152.30";"-1.41%";
"11/16/2009";"1159.70";"1161.60";"1150.30";"1152.40";"+0.01%";
"11/18/2009";"1147.30";"1153.90";"1138.70";"1145.50";"-0.60%";
"11/19/2009";"1146.40";"1157.50";"1145.90";"1147.00";"+0.13%";
"11/20/2009";"1147.90";"1151.20";"1138.10";"1150.10";"+0.27%";
"11/23/2009";"1151.70";"1158.10";"1148.10";"1154.50";"+0.38%";
"11/24/2009";"1152.10";"1156.60";"1140.70";"1140.70";"-1.20%";
"11/25/2009";"1143.50";"1147.00";"1128.00";"1128.00";"-1.11%";
"11/26/2009";"1127.60";"1127.60";"1103.50";"1103.50";"-2.17%";
"11/27/2009";"1097.20";"1112.50";"1092.30";"1111.50";"+0.72%";
"11/30/2009";"1120.70";"1123.70";"1103.50";"1116.50";"+0.45%";
"12/01/2009";"1118.40";"1125.50";"1114.80";"1117.40";"+0.08%";
"12/02/2009";"1122.50";"1123.50";"1116.00";"1116.10";"-0.12%";
"12/03/2009";"1124.40";"1131.70";"1123.40";"1128.10";"+1.08%";
"12/04/2009";"1125.80";"1150.20";"1121.20";"1150.10";"+1.95%";
"12/07/2009";"1144.00";"1145.10";"1133.10";"1139.60";"-0.91%";
"12/08/2009";"1134.70";"1134.70";"1118.40";"1120.60";"-1.67%";
"12/09/2009";"1120.20";"1122.60";"1105.40";"1105.90";"-1.31%";
"12/10/2009";"1105.90";"1112.30";"1101.00";"1101.00";"-0.44%";
"12/11/2009";"1102.70";"1112.10";"1102.70";"1110.00";"+0.82%";
"12/14/2009";"1112.10";"1112.10";"1104.80";"1105.20";"-0.43%";
"12/15/2009";"1106.40";"1109.10";"1095.10";"1096.90";"-0.75%";
"12/16/2009";"1094.40";"1118.60";"1093.90";"1114.50";"+1.60%";
"12/17/2009";"1118.10";"1118.40";"1112.40";"1117.70";"+0.29%";
"12/18/2009";"1112.10";"1120.70";"1108.60";"1108.60";"-0.81%";
"12/21/2009";"1111.30";"1116.40";"1109.10";"1109.10";"+0.05%";
"12/22/2009";"1118.90";"1118.90";"1108.10";"1111.50";"+0.22%";
"12/23/2009";"1109.50";"1113.80";"1105.30";"1105.30";"-0.56%";
"12/28/2009";"1108.80";"1116.30";"1108.80";"1114.40";"+0.82%";
"12/29/2009";"1114.40";"1125.70";"1111.40";"1125.70";"+1.01%";
"12/30/2009";"1122.40";"1125.10";"1115.50";"1117.30";"-0.75%";
"01/04/2010";"1121.20";"1133.50";"1115.50";"1132.50";"+1.36%";
"01/05/2010";"1139.30";"1156.30";"1138.30";"1149.70";"+1.52%";
"01/06/2010";"1153.90";"1156.70";"1147.80";"1156.70";"+0.61%";
"01/07/2010";"1153.30";"1156.70";"1149.70";"1152.70";"-0.35%";
"01/08/2010";"1153.70";"1164.60";"1153.10";"1157.20";"+0.39%";
"01/11/2010";"1164.40";"1182.60";"1164.30";"1182.60";"+2.19%";
"01/12/2010";"1179.90";"1184.10";"1170.60";"1176.60";"-0.51%";
"01/13/2010";"1169.60";"1184.60";"1165.70";"1184.60";"+0.68%";
"01/14/2010";"1193.20";"1199.40";"1191.80";"1199.00";"+1.22%";
"01/15/2010";"1201.60";"1204.50";"1185.60";"1185.60";"-1.12%";
"01/18/2010";"1191.50";"1208.20";"1190.60";"1208.20";"+1.91%";
"01/19/2010";"1206.80";"1211.70";"1197.80";"1209.90";"+0.14%";
"01/20/2010";"1204.90";"1220.30";"1203.60";"1220.30";"+0.86%";
"01/21/2010";"1221.60";"1225.50";"1210.70";"1216.20";"-0.34%";
"01/22/2010";"1194.80";"1200.40";"1181.00";"1183.40";"-2.70%";
"01/25/2010";"1178.70";"1200.40";"1174.40";"1194.70";"+0.95%";
"01/26/2010";"1180.00";"1184.60";"1170.40";"1183.20";"-0.96%";
"01/27/2010";"1179.30";"1185.40";"1175.50";"1185.10";"+0.16%";
"01/28/2010";"1188.60";"1200.20";"1186.40";"1186.40";"+0.11%";
"01/29/2010";"1175.60";"1186.50";"1175.60";"1176.70";"-0.82%";
"02/01/2010";"1176.20";"1188.50";"1175.70";"1188.50";"+1.00%";
"02/02/2010";"1185.30";"1185.50";"1176.60";"1176.60";"-1.00%";
"02/03/2010";"1184.20";"1189.10";"1174.20";"1174.20";"-0.20%";
"02/04/2010";"1171.80";"1175.60";"1135.20";"1135.20";"-3.32%";
"02/05/2010";"1133.90";"1140.50";"1094.30";"1094.30";"-3.60%";
"02/08/2010";"1102.00";"1112.70";"1087.10";"1092.80";"-0.14%";
"02/09/2010";"1111.00";"1122.70";"1105.50";"1111.60";"+1.72%";
"02/10/2010";"1125.80";"1140.00";"1125.20";"1132.40";"+1.87%";
"02/11/2010";"1137.50";"1144.40";"1122.00";"1122.00";"-0.92%";
"02/12/2010";"1133.00";"1140.00";"1112.80";"1113.40";"-0.77%";
"02/15/2010";"1120.20";"1130.00";"1120.20";"1129.90";"+1.48%";
"02/16/2010";"1139.00";"1143.00";"1134.80";"1140.80";"+0.96%";
"02/17/2010";"1152.60";"1155.50";"1148.90";"1152.50";"+1.03%";
"02/18/2010";"1150.40";"1150.40";"1137.10";"1141.50";"-0.95%";
"02/19/2010";"1138.40";"1160.20";"1136.50";"1150.00";"+0.74%";
"02/22/2010";"1164.10";"1166.20";"1154.60";"1154.60";"+0.40%";
"02/23/2010";"1153.00";"1155.50";"1141.30";"1143.40";"-0.97%";
"02/24/2010";"1142.80";"1147.60";"1138.00";"1138.00";"-0.47%";
"02/25/2010";"1140.90";"1142.10";"1125.80";"1126.00";"-1.05%";
"02/26/2010";"1131.40";"1139.20";"1110.70";"1138.70";"+1.13%";
"03/01/2010";"1145.80";"1149.60";"1138.60";"1148.00";"+0.82%";
"03/02/2010";"1145.10";"1147.10";"1139.80";"1147.10";"-0.08%";
"03/03/2010";"1148.30";"1149.10";"1142.80";"1149.10";"+0.17%";
"03/04/2010";"1148.30";"1149.90";"1142.70";"1147.00";"-0.18%";
"03/05/2010";"1150.60";"1156.80";"1145.80";"1156.80";"+0.85%";
"03/08/2010";"1164.30";"1170.70";"1163.90";"1170.70";"+1.20%";
"03/09/2010";"1173.60";"1173.70";"1165.90";"1171.70";"+0.09%";
"03/10/2010";"1172.30";"1177.50";"1171.00";"1177.40";"+0.49%";
"03/11/2010";"1179.80";"1186.00";"1175.90";"1176.90";"-0.04%";
"03/12/2010";"1182.60";"1193.60";"1182.60";"1189.00";"+1.03%";
"03/15/2010";"1187.40";"1187.40";"1177.90";"1186.70";"-0.19%";
"03/16/2010";"1185.30";"1201.90";"1184.00";"1201.90";"+1.28%";
"03/17/2010";"1206.40";"1219.80";"1206.10";"1218.10";"+1.35%";
"03/18/2010";"1206.30";"1210.50";"1203.90";"1208.50";"-0.79%";
"03/19/2010";"1205.90";"1206.80";"1188.90";"1188.90";"-1.62%";
"03/22/2010";"1187.50";"1189.60";"1177.20";"1185.10";"-0.32%";
"03/23/2010";"1193.60";"1197.60";"1186.80";"1187.20";"+0.18%";
"03/24/2010";"1198.70";"1200.20";"1171.00";"1183.90";"-0.28%";
"03/25/2010";"1182.60";"1196.90";"1182.60";"1196.90";"+1.10%";
"03/26/2010";"1204.10";"1210.70";"1200.90";"1210.70";"+1.15%";
"03/29/2010";"1210.80";"1215.10";"1204.40";"1204.40";"-0.52%";
"03/30/2010";"1210.20";"1213.80";"1207.40";"1212.80";"+0.70%";
"03/31/2010";"1211.40";"1211.40";"1196.80";"1196.80";"-1.32%";
"04/01/2010";"1205.70";"1222.80";"1205.70";"1222.80";"+2.17%";
"04/02/2010";"1220.50";"1227.40";"1218.00";"1227.40";"+0.38%";
"04/06/2010";"1228.00";"1237.20";"1226.60";"1236.10";"+0.71%";
"04/07/2010";"1234.60";"1243.30";"1229.70";"1243.20";"+0.57%";
"04/08/2010";"1239.90";"1240.60";"1219.80";"1219.80";"-1.88%";
"04/09/2010";"1234.50";"1239.40";"1233.00";"1234.30";"+1.19%";
"04/12/2010";"1241.60";"1247.50";"1241.60";"1247.50";"+1.07%";
"04/13/2010";"1247.40";"1255.00";"1246.90";"1255.00";"+0.60%";
"04/14/2010";"1264.40";"1293.60";"1263.80";"1293.60";"+3.08%";
"04/15/2010";"1300.30";"1314.80";"1288.60";"1304.20";"+0.82%";
"04/16/2010";"1304.70";"1304.90";"1294.90";"1295.40";"-0.67%";
"04/19/2010";"1270.30";"1286.30";"1270.30";"1285.90";"-0.73%";
"04/20/2010";"1286.70";"1290.50";"1281.40";"1284.50";"-0.11%";
"04/21/2010";"1284.80";"1294.90";"1284.60";"1288.00";"+0.27%";
"04/22/2010";"1293.40";"1301.20";"1271.30";"1276.50";"-0.89%";
"04/23/2010";"1284.50";"1292.60";"1282.20";"1292.60";"+1.26%";
"04/26/2010";"1297.80";"1317.20";"1297.60";"1314.60";"+1.70%";
"04/27/2010";"1314.90";"1314.90";"1295.80";"1298.40";"-1.23%";
"04/28/2010";"1273.20";"1280.00";"1261.50";"1270.40";"-2.16%";
"04/29/2010";"1276.00";"1279.80";"1268.00";"1276.90";"+0.51%";
"04/30/2010";"1284.20";"1289.20";"1275.60";"1276.00";"-0.07%";
"05/03/2010";"1280.70";"1284.50";"1275.90";"1282.60";"+0.52%";
"05/04/2010";"1286.10";"1288.90";"1256.10";"1256.10";"-2.07%";
"05/05/2010";"1247.90";"1249.20";"1194.80";"1194.80";"-4.88%";
"05/06/2010";"1182.90";"1201.90";"1174.10";"1180.20";"-1.22%";
"05/07/2010";"1155.00";"1161.20";"1134.70";"1146.60";"-2.85%";
"05/10/2010";"1189.90";"1232.80";"1189.90";"1232.80";"+7.52%";
"05/11/2010";"1221.80";"1221.80";"1199.80";"1207.10";"-2.08%";
"05/12/2010";"1207.30";"1235.50";"1204.10";"1235.50";"+2.35%";
"05/13/2010";"1241.70";"1242.00";"1225.40";"1225.40";"-0.82%";
"05/14/2010";"1221.20";"1222.30";"1194.70";"1194.70";"-2.51%";
"05/17/2010";"1181.30";"1200.70";"1178.50";"1193.10";"-0.13%";
"05/18/2010";"1200.80";"1215.50";"1200.80";"1215.50";"+1.88%";
"05/19/2010";"1185.70";"1198.70";"1179.30";"1190.30";"-2.07%";
"05/20/2010";"1190.10";"1193.20";"1142.40";"1142.40";"-4.02%";
"05/21/2010";"1143.80";"1158.30";"1131.40";"1136.40";"-0.53%";
"05/24/2010";"1161.00";"1162.00";"1148.80";"1156.60";"+1.78%";
"05/25/2010";"1136.60";"1136.60";"1095.60";"1097.00";"-5.15%";
"05/26/2010";"1122.80";"1135.90";"1119.60";"1135.00";"+3.46%";
"05/27/2010";"1136.90";"1146.70";"1133.60";"1145.30";"+0.91%";
"05/28/2010";"1158.90";"1175.20";"1154.30";"1169.80";"+2.14%";
"05/31/2010";"1169.80";"1177.40";"1168.10";"1176.80";"+0.60%";
"06/01/2010";"1158.70";"1158.70";"1140.40";"1154.20";"-1.92%";
"06/02/2010";"1146.90";"1161.50";"1142.20";"1159.00";"+0.42%";
"06/03/2010";"1176.00";"1183.30";"1176.00";"1183.00";"+2.07%";
"06/04/2010";"1182.20";"1182.70";"1117.70";"1135.30";"-4.03%";
"06/07/2010";"1124.80";"1124.80";"1101.30";"1114.40";"-1.84%";
"06/08/2010";"1115.40";"1118.40";"1094.80";"1103.10";"-1.01%";
"06/09/2010";"1110.20";"1121.30";"1107.30";"1107.30";"+0.38%";
"06/10/2010";"1111.30";"1134.90";"1106.50";"1132.70";"+2.29%";
"06/11/2010";"1145.60";"1149.00";"1131.50";"1145.50";"+1.13%";
"06/14/2010";"1151.00";"1159.80";"1149.10";"1153.30";"+0.68%";
"06/15/2010";"1148.70";"1158.00";"1144.50";"1157.90";"+0.40%";
"06/16/2010";"1173.10";"1177.30";"1159.60";"1161.30";"+0.29%";
"06/17/2010";"1162.30";"1173.80";"1158.00";"1158.10";"-0.28%";
"06/18/2010";"1162.80";"1170.40";"1158.20";"1164.90";"+0.59%";
"06/21/2010";"1184.90";"1188.40";"1180.50";"1185.40";"+1.76%";
"06/22/2010";"1177.70";"1182.60";"1168.90";"1172.40";"-1.10%";
"06/23/2010";"1158.50";"1162.80";"1150.00";"1150.00";"-1.91%";
"06/24/2010";"1153.30";"1156.10";"1136.90";"1137.90";"-1.05%";
"06/25/2010";"1138.80";"1140.80";"1127.90";"1130.60";"-0.64%";
"06/28/2010";"1133.00";"1142.50";"1128.90";"1134.20";"+0.32%";
"06/29/2010";"1132.20";"1132.20";"1111.90";"1113.70";"-1.81%";
"06/30/2010";"1104.40";"1123.80";"1097.10";"1103.90";"-0.88%";
"07/01/2010";"1098.10";"1112.80";"1086.50";"1100.10";"-0.34%";
"07/02/2010";"1106.10";"1121.10";"1096.60";"1119.00";"+1.72%";
"07/07/2010";"1117.00";"1118.50";"1095.80";"1117.50";"-0.13%";
"07/08/2010";"1134.00";"1144.70";"1130.40";"1140.80";"+2.09%";
"07/09/2010";"1144.10";"1147.80";"1139.20";"1147.80";"+0.61%";
"07/12/2010";"1149.20";"1150.90";"1141.10";"1148.70";"+0.08%";
"07/13/2010";"1152.70";"1175.20";"1147.00";"1172.30";"+2.05%";
"07/14/2010";"1183.40";"1189.00";"1174.80";"1174.80";"+0.21%";
"07/15/2010";"1176.40";"1181.10";"1171.80";"1174.90";"+0.01%";
"07/16/2010";"1173.60";"1174.40";"1153.10";"1153.10";"-1.86%";
"07/19/2010";"1136.70";"1153.80";"1130.80";"1147.50";"-0.49%";
"07/20/2010";"1150.50";"1154.20";"1136.90";"1142.60";"-0.43%";
"07/21/2010";"1152.10";"1163.80";"1152.10";"1160.30";"+1.55%";
"07/22/2010";"1157.40";"1170.20";"1155.60";"1169.80";"+0.82%";
"07/23/2010";"1176.30";"1179.60";"1166.40";"1166.40";"-0.29%";
"07/26/2010";"1171.90";"1178.20";"1171.90";"1175.30";"+0.76%";
"07/27/2010";"1190.60";"1202.80";"1189.00";"1189.40";"+1.20%";
"07/28/2010";"1192.30";"1196.00";"1183.00";"1183.90";"-0.46%";
"07/29/2010";"1187.40";"1194.30";"1184.30";"1191.40";"+0.63%";
"07/30/2010";"1188.10";"1188.10";"1164.70";"1174.60";"-1.41%";
"08/02/2010";"1182.90";"1190.30";"1179.50";"1190.30";"+1.34%";
"08/03/2010";"1182.10";"1189.80";"1180.80";"1189.70";"-0.05%";
"08/04/2010";"1191.60";"1205.90";"1191.20";"1205.90";"+1.36%";
"08/05/2010";"1205.00";"1209.00";"1197.10";"1197.10";"-0.73%";
"08/06/2010";"1203.80";"1205.10";"1194.80";"1199.10";"+0.17%";
"08/09/2010";"1195.20";"1202.80";"1195.20";"1199.50";"+0.03%";
"08/10/2010";"1200.60";"1200.60";"1187.40";"1192.30";"-0.60%";
"08/11/2010";"1182.60";"1186.40";"1173.60";"1173.60";"-1.57%";
"08/12/2010";"1171.40";"1176.70";"1165.30";"1167.00";"-0.56%";
"08/13/2010";"1174.40";"1177.00";"1167.10";"1173.50";"+0.56%";
"08/16/2010";"1179.90";"1185.30";"1177.90";"1182.00";"+0.72%";
"08/17/2010";"1187.40";"1197.80";"1187.00";"1196.70";"+1.24%";
"08/18/2010";"1193.00";"1198.70";"1182.50";"1184.60";"-1.01%";
"08/19/2010";"1188.50";"1198.00";"1185.00";"1188.30";"+0.31%";
"08/20/2010";"1183.40";"1183.40";"1169.90";"1173.30";"-1.26%";
"08/23/2010";"1175.20";"1182.80";"1175.20";"1180.10";"+0.58%";
"08/24/2010";"1175.20";"1175.20";"1152.30";"1152.30";"-2.36%";
"08/25/2010";"1151.80";"1160.10";"1140.40";"1142.10";"-0.89%";
"08/26/2010";"1147.10";"1154.50";"1147.10";"1148.00";"+0.52%";
"08/27/2010";"1153.20";"1156.50";"1146.80";"1151.80";"+0.33%";
"08/30/2010";"1156.90";"1161.50";"1154.40";"1154.70";"+0.25%";
"08/31/2010";"1144.90";"1145.60";"1136.60";"1141.10";"-1.18%";
"09/01/2010";"1144.60";"1156.50";"1140.10";"1156.50";"+1.35%";
"09/02/2010";"1160.60";"1178.20";"1160.60";"1178.20";"+1.88%";
"09/03/2010";"1176.90";"1177.40";"1162.00";"1171.10";"-0.60%";
"09/06/2010";"1153.60";"1162.00";"1150.80";"1162.00";"-0.78%";
"09/07/2010";"1159.40";"1159.40";"1145.50";"1145.60";"-1.41%";
"09/08/2010";"1143.90";"1143.90";"1133.00";"1135.90";"-0.85%";
"09/09/2010";"1136.80";"1143.70";"1132.40";"1142.80";"+0.61%";
"09/10/2010";"1138.50";"1141.20";"1133.20";"1138.80";"-0.35%";
"09/13/2010";"1143.50";"1150.30";"1142.30";"1149.40";"+0.93%";
"09/14/2010";"1151.50";"1151.60";"1141.50";"1147.40";"-0.17%";
"09/15/2010";"1147.80";"1147.90";"1138.40";"1142.20";"-0.45%";
"09/16/2010";"1144.40";"1146.60";"1138.80";"1139.40";"-0.25%";
"09/17/2010";"1141.60";"1147.80";"1126.90";"1126.90";"-1.10%";
"09/20/2010";"1126.60";"1134.60";"1126.60";"1133.40";"+0.58%";
"09/21/2010";"1136.10";"1140.70";"1135.30";"1137.60";"+0.37%";
"09/22/2010";"1141.30";"1141.30";"1127.00";"1129.20";"-0.74%";
"09/23/2010";"1130.60";"1133.90";"1122.30";"1129.40";"+0.02%";
"09/24/2010";"1127.20";"1135.80";"1124.10";"1135.80";"+0.57%";
"09/27/2010";"1141.90";"1144.00";"1126.10";"1130.80";"-0.44%";
"09/29/2010";"1140.20";"1140.20";"1120.60";"1120.60";"-0.90%";
"09/30/2010";"1120.90";"1132.40";"1116.20";"1131.60";"+0.98%";
"10/01/2010";"1130.70";"1133.80";"1121.80";"1126.70";"-0.43%";
"10/04/2010";"1131.70";"1131.70";"1119.80";"1128.40";"+0.15%";
"10/05/2010";"1126.20";"1129.50";"1119.40";"1129.50";"+0.10%";
"10/06/2010";"1135.60";"1144.90";"1135.60";"1143.10";"+1.20%";
"10/07/2010";"1146.00";"1148.90";"1134.40";"1145.70";"+0.23%";
"10/08/2010";"1146.80";"1146.80";"1134.40";"1141.60";"-0.36%";
"10/11/2010";"1147.00";"1151.90";"1143.40";"1151.50";"+0.87%";
"10/12/2010";"1145.70";"1145.70";"1136.90";"1140.00";"-1.00%";
"10/13/2010";"1141.60";"1154.30";"1141.60";"1151.90";"+1.04%";
"10/14/2010";"1157.70";"1157.70";"1142.30";"1142.30";"-0.83%";
"10/15/2010";"1145.60";"1145.60";"1134.10";"1142.10";"-0.02%";
"10/18/2010";"1138.70";"1138.70";"1130.70";"1133.60";"-0.74%";
"10/19/2010";"1134.90";"1148.50";"1134.50";"1136.50";"+0.26%";
"10/20/2010";"1135.20";"1140.30";"1131.60";"1131.70";"-0.42%";
"10/21/2010";"1135.50";"1140.00";"1131.50";"1140.00";"+0.73%";
"10/22/2010";"1144.00";"1144.20";"1136.90";"1138.10";"-0.17%";
"10/25/2010";"1144.40";"1158.10";"1144.40";"1158.10";"+1.76%";
"10/26/2010";"1157.00";"1162.80";"1149.60";"1154.50";"-0.31%";
"10/27/2010";"1154.00";"1163.90";"1154.00";"1163.90";"+0.81%";
"10/29/2010";"1162.40";"1162.40";"1146.00";"1156.00";"-0.68%";
"11/01/2010";"1151.70";"1159.00";"1151.60";"1157.50";"+0.13%";
"11/02/2010";"1154.50";"1160.80";"1153.00";"1160.80";"+0.29%";
"11/03/2010";"1164.90";"1170.10";"1160.60";"1168.30";"+0.65%";
"11/04/2010";"1169.20";"1177.60";"1168.60";"1173.60";"+0.45%";
"11/05/2010";"1180.00";"1182.50";"1164.60";"1166.20";"-0.63%";
"11/08/2010";"1164.90";"1171.10";"1159.40";"1164.10";"-0.18%";
